1,1047350534271913984,1
2,1047350534271913984,1
3,1047350534271913984,1
4,1047350534271913984,1
5,1047350534271913984,1
6,1047350534271913984,1
7,1047350534271913984,1
8,1047350534271913984,1
9,1047350541528027136,1
10,1047350541528027136,1
11,1047350541528027136,1
12,1047350557407625216,1
13,1047350557407625216,1
14,1047350557407625216,1
15,1047350557407625216,1
16,1047350557407625216,1
17,1047350557407625216,1
18,1047350564009517057,1
19,1047350564009517057,1
20,1047350564009517057,1
21,1047350564009517057,1
22,1047350564009517057,1
23,1047350564009517057,1
24,1047350564009517057,1
25,1047350564009517057,1
26,1047350564009517057,1
27,1047350694422958081,1
28,1047350706229923840,1
29,1047350706229923840,1
30,1047350718720618497,1
31,1047350718720618497,1
32,1047350718720618497,1
33,1047350718720618497,1
34,1047350718720618497,1
35,1047350718720618497,1
36,1047350718720618497,1
37,1047350791567286272,1
38,1047350791567286272,1
39,1047350791567286272,1
40,1047350791567286272,1
41,1047350791567286272,1
42,1047350791567286272,1
43,1047350791567286272,1
18,1047350791567286272,1
44,1047350791567286272,1
45,1047350828212899840,1
46,1047350828212899840,1
47,1047350828212899840,1
48,1047350828212899840,1
49,1047350828212899840,1
50,1047350828212899840,1
51,1047350828212899840,1
52,1047350828212899840,1
53,1047350828212899840,1
54,1047350828212899840,1
55,1047350833946484737,1
56,1047350833946484737,1
57,1047350833946484737,1
58,1047350833946484737,1
59,1047350833946484737,1
60,1047350833946484737,1
61,1047350833946484737,1
62,1047350833946484737,1
63,1047350886899572736,1
64,1047350886899572736,1
65,1047350886899572736,1
66,1047350886899572736,1
67,1047350886899572736,1
68,1047350886899572736,1
69,1047350889588121600,1
9,1047350889588121600,1
70,1047350889588121600,1
71,1047350889588121600,1
72,1047350889588121600,1
73,1047350889588121600,1
53,1047350889588121600,1
74,1047350889588121600,1
63,1047350902766669824,1
64,1047350902766669824,1
65,1047350902766669824,1
66,1047350902766669824,1
67,1047350902766669824,1
68,1047350902766669824,1
75,1047350910891036672,1
76,1047350910891036672,2
41,1047350910891036672,1
77,1047350910891036672,1
78,1047350910891036672,1
79,1047350910891036672,2
80,1047350910891036672,1
81,1047350910891036672,1
82,1047350910891036672,1
83,1047350910891036672,1
84,1047350910891036672,1
85,1047350910891036672,1
86,1047350910891036672,2
87,1047350910891036672,1
88,1047350910891036672,1
89,1047350910891036672,1
90,1047350910891036672,1
91,1047350910891036672,1
92,1047350910891036672,1
93,1047350910891036672,1
94,1047350910891036672,1
95,1047350910891036672,1
96,1047350910891036672,1
97,1047350910891036672,1
60,1047350910891036672,1
98,1047350910891036672,1
99,1047350910891036672,1
23,1047350910891036672,1
100,1047350961130414081,1
101,1047350961130414081,1
102,1047351082576429056,1
6,1047351082576429056,1
103,1047351082576429056,1
35,1047351082576429056,1
104,1047351082576429056,1
105,1047351082576429056,1
106,1047351082576429056,1
107,1047351082576429056,1
108,1047351082576429056,1
109,1047351082576429056,1
91,1047351082576429056,1
43,1047351103392759808,2
60,1047351103392759808,1
110,1047351103392759808,1
111,1047351103392759808,1
112,1047351103392759808,1
113,1047351103392759808,2
114,1047351238478757888,1
102,1047351238478757888,1
6,1047351238478757888,2
115,1047351238478757888,1
116,1047351238478757888,1
91,1047351238478757888,1
117,1047351238478757888,1
118,1047351238478757888,1
76,1047351238478757888,1
119,1047351238478757888,1
120,1047351276659507200,1
121,1047351276659507200,1
122,1047351276659507200,1
123,1047351276659507200,2
124,1047351276659507200,1
28,1047351276659507200,2
125,1047351276659507200,1
21,1047351276659507200,1
126,1047351351435567104,1
127,1047351351435567104,1
128,1047351351435567104,1
45,1047351372415422465,1
46,1047351372415422465,1
47,1047351372415422465,1
48,1047351372415422465,1
49,1047351372415422465,1
50,1047351372415422465,1
51,1047351372415422465,1
52,1047351372415422465,1
53,1047351372415422465,1
54,1047351372415422465,1
129,1047351379113771008,1
130,1047351379113771008,3
60,1047351415130214401,1
35,1047351415130214401,1
131,1047351415130214401,1
10,1047351424198365184,1
76,1047351424198365184,1
132,1047351424198365184,1
133,1047351424198365184,1
